date,jdobs,filter,absmag,magpsf,sigmamagpsf,limmag,instrument,programid,reducedby,refsys,issub,isdiffpos
"2020 Dec 15",2459199.0647,"r", -27.46, 18.27,0.09, 19.48,"P48+ZTF","1","None","None",True,False
"2020 Dec 15",2459199.0694,"r", -27.41, 18.32,0.13, 19.16,"P48+ZTF","1","None","None",True,False
"2020 Dec 16",2459200.0563,"r", -27.49, 18.24,0.09, 19.67,"P48+ZTF","1","None","None",True,False
"2020 Dec 16",2459200.0610,"r", -27.44, 18.29,0.09, 19.69,"P48+ZTF","1","None","None",True,False
"2020 Dec 16",2459200.0657,"r", -27.48, 18.25,0.10, 19.65,"P48+ZTF","1","None","None",True,False
"2020 Dec 16",2459200.0705,"r", -27.60, 18.13,0.09, 19.33,"P48+ZTF","1","None","None",True,False
"2020 Dec 17",2459201.0567,"r", -27.59, 18.14,0.10, 19.26,"P48+ZTF","1","None","None",True,False
"2020 Dec 17",2459201.0614,"r", -27.62, 18.11,0.13, 19.03,"P48+ZTF","1","None","None",True,False
"2020 Dec 17",2459201.0662,"r", -27.56, 18.17,0.20, 18.49,"P48+ZTF","1","None","None",True,False
"2020 Dec 17",2459201.0709,"r", -27.43, 18.30,0.26, 18.12,"P48+ZTF","1","None","None",True,False
"2020 Dec 21",2459205.0443,"i", -28.31, 17.42,0.06, 19.59,"P48+ZTF","2","None","None",True,False
"2021 Jan 01",2459216.0518,"r", -27.49, 18.24,0.11, 19.15,"P48+ZTF","1","None","None",True,False
"2021 Jan 01",2459216.0771,"g", -26.99, 18.74,0.19, 18.72,"P48+ZTF","1","None","None",True,False
"2021 Jan 03",2459217.9895,"r", -27.64, 18.09,0.09, 19.70,"P48+ZTF","1","None","None",True,False
"2021 Jan 03",2459218.0380,"g", -27.17, 18.56,0.12, 19.26,"P48+ZTF","1","None","None",True,False
"2021 Jan 05",2459219.9904,"r", -27.67, 18.06,0.10, 19.57,"P48+ZTF","1","None","None",True,False
"2021 Jan 07",2459221.9971,"g", -27.39, 18.33,0.11, 19.71,"P48+ZTF","1","None","None",True,False
"2021 Jan 08",2459223.0062,"i", -28.51, 17.22,0.10, 18.26,"P48+ZTF","2","None","None",True,False
"2021 Jan 09",2459224.0189,"r", -27.91, 17.82,0.07, 19.84,"P48+ZTF","1","None","None",True,False
"2021 Jan 11",2459225.9957,"g", -27.30, 18.42,0.24, 18.71,"P48+ZTF","1","None","None",True,False
"2021 Jan 14",2459228.9957,"r", -27.95, 17.78,0.06, 20.22,"P48+ZTF","1","None","None",True,False
"2021 Jan 14",2459229.0167,"g", -27.39, 18.34,0.05, 20.56,"P48+ZTF","1","None","None",True,False
"2021 Jan 14",2459229.0553,"i", -28.61, 17.12,0.06, 19.94,"P48+ZTF","2","None","None",True,False
"2021 Jan 17",2459232.0175,"i", -28.64, 17.09,0.05, 19.62,"P48+ZTF","2","None","None",True,False
"2021 Jan 17",2459232.0393,"r", -28.00, 17.73,0.07, 20.31,"P48+ZTF","1","None","None",True,False
"2021 Jan 17",2459232.0564,"g", -27.48, 18.25,0.06, 20.60,"P48+ZTF","1","None","None",True,False
"2021 Feb 03",2459248.9453,"r", -28.15, 17.58,0.04, 19.79,"P48+ZTF","1","None","None",True,False
"2021 Feb 03",2459249.0036,"g", -27.62, 18.11,0.06, 19.85,"P48+ZTF","1","None","None",True,False
"2021 Feb 05",2459250.9269,"r", -28.06, 17.67,0.06, 19.79,"P48+ZTF","1","None","None",True,False
"2021 Feb 05",2459250.9647,"g", -27.58, 18.15,0.08, 19.84,"P48+ZTF","1","None","None",True,False
"2021 Feb 05",2459251.0070,"i", -28.73, 17.00,0.05, 19.94,"P48+ZTF","2","None","None",True,False
"2021 Feb 07",2459253.0160,"r", -28.14, 17.59,0.09, 20.69,"P48+ZTF","1","None","None",True,False
"2021 Feb 07",2459253.0259,"g", -27.60, 18.12,0.06, 20.65,"P48+ZTF","1","None","None",True,False
"2021 Feb 08",2459253.9784,"i", -28.72, 17.01,0.06, 19.86,"P48+ZTF","2","None","None",True,False
"2021 Feb 09",2459254.9294,"r", -28.03, 17.70,0.12, 18.98,"P48+ZTF","1","None","None",True,False
"2021 Feb 09",2459255.0277,"g", -27.56, 18.17,0.08, 20.22,"P48+ZTF","1","None","None",True,False
"2021 Feb 11",2459256.9278,"r", -28.11, 17.61,0.06, 20.55,"P48+ZTF","1","None","None",True,False
"2021 Feb 11",2459256.9759,"i", -28.73, 17.00,0.06, 19.94,"P48+ZTF","2","None","None",True,False
"2021 Feb 15",2459261.0023,"g", -27.68, 18.05,0.36, 17.52,"P48+ZTF","1","None","None",True,False
"2021 Feb 19",2459264.9833,"g", -27.61, 18.12,0.06, 20.69,"P48+ZTF","1","None","None",True,False
"2021 Feb 21",2459266.8870,"r", -28.09, 17.63,0.06, 19.65,"P48+ZTF","1","None","None",True,False
"2021 Feb 21",2459267.0030,"g", -27.65, 18.08,0.07, 19.92,"P48+ZTF","1","None","None",True,False
"2021 Feb 22",2459268.0031,"i", -28.75, 16.98,0.06, 19.63,"P48+ZTF","2","None","None",True,False
"2021 Feb 23",2459269.0034,"g", -27.63, 18.10,0.04, 20.60,"P48+ZTF","1","None","None",True,False
"2021 Feb 25",2459270.9397,"g", -27.67, 18.05,0.06, 19.51,"P48+ZTF","1","None","None",True,False
"2021 Feb 25",2459270.9619,"i", -28.73, 17.00,0.05, 19.46,"P48+ZTF","2","None","None",True,False
"2021 Feb 25",2459270.9996,"r", -28.13, 17.60,0.07, 19.68,"P48+ZTF","1","None","None",True,False
"2021 Feb 27",2459272.9237,"g", 99.0, 99.0,99.0, 18.87,"P48+ZTF","1","None","None",True,True
"2021 Feb 27",2459272.9237,"g", -27.71, 18.02,0.09, 18.87,"P48+ZTF","1","None","None",True,False
"2021 Feb 27",2459272.9871,"r", 99.0, 99.0,99.0, 19.55,"P48+ZTF","1","None","None",True,True
"2021 Feb 27",2459272.9871,"r", -28.16, 17.57,0.07, 19.55,"P48+ZTF","1","None","None",True,False
"2021 Feb 28",2459274.0049,"i", 99.0, 99.0,99.0, 18.98,"P48+ZTF","2","None","None",True,True
"2021 Feb 28",2459274.0049,"i", -28.72, 17.00,0.05, 18.98,"P48+ZTF","2","None","None",True,False
"2021 Mar 01",2459274.9215,"r", -28.20, 17.53,0.08, 18.93,"P48+ZTF","1","None","None",True,False
"2021 Mar 01",2459274.9614,"g", -27.65, 18.08,0.07, 19.14,"P48+ZTF","1","None","None",True,False
"2021 Mar 05",2459278.9809,"r", -28.20, 17.53,0.06, 20.02,"P48+ZTF","1","None","None",True,False
"2021 Mar 05",2459279.0074,"g", -27.68, 18.05,0.06, 20.02,"P48+ZTF","1","None","None",True,False
"2021 Mar 17",2459290.8934,"r", -28.21, 17.52,0.06, 20.57,"P48+ZTF","1","None","None",True,False
"2021 Mar 17",2459290.9234,"g", -27.67, 18.06,0.05, 20.70,"P48+ZTF","1","None","None",True,False
"2021 Mar 19",2459292.9082,"i", -28.81, 16.92,0.04, 20.13,"P48+ZTF","2","None","None",True,False
"2021 Mar 19",2459292.9406,"g", -27.73, 18.00,0.06, 20.67,"P48+ZTF","1","None","None",True,False
"2021 Mar 19",2459292.9625,"r", -28.23, 17.50,0.07, 20.52,"P48+ZTF","1","None","None",True,False
"2021 Mar 22",2459295.8098,"g", -27.70, 18.03,0.07, 19.55,"P48+ZTF","1","None","None",True,False
"2021 Mar 22",2459295.8875,"r", -28.21, 17.52,0.06, 20.03,"P48+ZTF","1","None","None",True,False
"2021 Mar 23",2459296.9094,"i", -28.79, 16.94,0.05, 19.24,"P48+ZTF","2","None","None",True,False
"2021 Mar 24",2459297.8524,"g", -27.72, 18.01,0.07, 19.63,"P48+ZTF","1","None","None",True,False
"2021 Mar 24",2459297.9026,"r", -28.21, 17.52,0.06, 20.02,"P48+ZTF","1","None","None",True,False
"2021 Mar 27",2459300.8704,"g", -27.71, 18.02,0.09, 19.15,"P48+ZTF","1","None","None",True,False
"2021 Mar 27",2459300.9191,"r", -28.23, 17.49,0.06, 19.17,"P48+ZTF","1","None","None",True,False
"2021 Mar 29",2459302.8601,"g", -27.77, 17.96,0.08, 19.08,"P48+ZTF","1","None","None",True,False
"2021 Mar 29",2459302.9208,"r", -28.24, 17.49,0.07, 19.22,"P48+ZTF","1","None","None",True,False
"2021 Mar 31",2459304.8831,"r", 99.0, 99.0,99.0, 18.35,"P48+ZTF","1","None","None",True,True
"2021 Mar 31",2459304.8831,"r", -28.11, 17.61,0.14, 18.35,"P48+ZTF","1","None","None",True,False
"2021 Mar 31",2459304.9168,"g", 99.0, 99.0,99.0, 18.67,"P48+ZTF","1","None","None",True,True
"2021 Mar 31",2459304.9168,"g", -27.72, 18.01,0.14, 18.67,"P48+ZTF","1","None","None",True,False
"2021 Apr 01",2459305.8937,"i", -28.84, 16.89,0.04, 19.35,"P48+ZTF","2","None","None",True,False
"2021 Apr 03",2459307.8831,"g", -27.74, 17.99,0.05, 20.35,"P48+ZTF","1","None","None",True,False
"2021 Apr 03",2459307.9131,"r", -28.27, 17.46,0.08, 20.47,"P48+ZTF","1","None","None",True,False
"2021 Apr 04",2459308.8159,"i", -28.83, 16.90,0.05, 19.87,"P48+ZTF","2","None","None",True,False
"2021 Apr 05",2459309.8397,"g", -27.76, 17.97,0.06, 20.64,"P48+ZTF","1","None","None",True,False
"2021 Apr 05",2459309.9781,"r", -28.27, 17.46,0.05, 20.05,"P48+ZTF","1","None","None",True,False
"2021 Apr 07",2459311.8412,"i", -28.89, 16.84,0.06, 20.16,"P48+ZTF","2","None","None",True,False
"2021 Apr 07",2459311.8753,"g", -27.72, 18.01,0.06, 20.68,"P48+ZTF","1","None","None",True,False
"2021 Apr 07",2459311.9640,"r", -28.27, 17.46,0.07, 20.68,"P48+ZTF","1","None","None",True,False
"2021 Apr 09",2459313.9376,"r", -28.26, 17.47,0.07, 20.12,"P48+ZTF","1","None","None",True,False
"2021 Apr 09",2459313.9636,"g", -27.76, 17.97,0.06, 20.32,"P48+ZTF","1","None","None",True,False
"2021 Apr 10",2459314.9194,"i", -28.72, 17.01,0.05, 20.01,"P48+ZTF","2","None","None",True,False
"2021 Apr 11",2459315.8285,"g", -27.77, 17.96,0.07, 20.29,"P48+ZTF","1","None","None",True,False
"2021 Apr 11",2459315.8744,"r", -28.28, 17.45,0.07, 19.44,"P48+ZTF","1","None","None",True,False
"2021 Apr 13",2459317.8111,"i", -28.86, 16.87,0.04, 19.95,"P48+ZTF","2","None","None",True,False
"2021 Apr 13",2459317.8981,"r", -28.25, 17.48,0.06, 20.75,"P48+ZTF","1","None","None",True,False
"2021 Apr 13",2459317.9781,"g", -27.75, 17.98,0.06, 20.61,"P48+ZTF","1","None","None",True,False
"2021 Apr 16",2459320.8624,"g", -27.70, 18.03,0.07, 20.54,"P48+ZTF","1","None","None",True,False
"2021 Apr 17",2459321.8517,"i", -28.86, 16.87,0.05, 19.91,"P48+ZTF","2","None","None",True,False
"2021 Apr 18",2459322.8096,"r", -28.27, 17.46,0.06, 20.19,"P48+ZTF","1","None","None",True,False
"2021 Apr 20",2459324.7742,"r", -28.28, 17.45,0.06, 20.04,"P48+ZTF","1","None","None",True,False
"2021 Apr 20",2459324.8192,"i", -28.87, 16.86,0.05, 19.93,"P48+ZTF","2","None","None",True,False
"2021 Apr 20",2459324.8784,"g", -27.73, 18.00,0.05, 20.53,"P48+ZTF","1","None","None",True,False
"2021 Apr 24",2459328.7781,"r", -28.27, 17.46,0.06, 19.73,"P48+ZTF","1","None","None",True,False
"2021 Apr 24",2459328.8331,"g", -27.73, 18.00,0.08, 19.60,"P48+ZTF","1","None","None",True,False
"2021 Apr 30",2459334.7196,"g", -27.74, 17.99,0.06, 20.50,"P48+ZTF","2","None","None",True,False
"2021 Apr 30",2459334.7372,"g", -27.75, 17.98,0.06, 20.50,"P48+ZTF","1","None","None",True,False
"2021 Apr 30",2459334.8178,"r", -28.23, 17.49,0.05, 20.03,"P48+ZTF","2","None","None",True,False
"2021 Apr 30",2459334.8564,"r", -28.26, 17.47,0.07, 20.09,"P48+ZTF","1","None","None",True,False
"2021 May 01",2459335.8570,"i", -28.84, 16.89,0.06, 18.59,"P48+ZTF","2","None","None",True,False
"2021 May 02",2459336.7893,"g", -27.72, 18.01,0.05, 20.67,"P48+ZTF","2","None","None",True,False
"2021 May 02",2459336.7903,"g", -27.73, 18.00,0.05, 20.56,"P48+ZTF","1","None","None",True,False
"2021 May 02",2459336.8325,"r", -28.25, 17.48,0.07, 20.73,"P48+ZTF","2","None","None",True,False
"2021 May 02",2459336.8369,"r", -28.25, 17.48,0.06, 20.68,"P48+ZTF","1","None","None",True,False
"2021 May 02",2459336.8772,"r", -28.25, 17.47,0.05, 20.24,"P48+ZTF","2","None","None",True,False
"2021 May 02",2459336.9278,"g", -27.73, 18.00,0.09, 20.06,"P48+ZTF","2","None","None",True,False
"2021 May 04",2459338.7779,"r", -28.29, 17.44,0.07, 20.48,"P48+ZTF","2","None","None",True,False
"2021 May 04",2459338.8142,"g", -27.72, 18.01,0.05, 20.60,"P48+ZTF","2","None","None",True,False
"2021 May 04",2459338.8558,"i", -28.86, 16.87,0.06, 19.60,"P48+ZTF","2","None","None",True,False
"2021 May 04",2459338.8790,"r", -28.29, 17.44,0.07, 20.37,"P48+ZTF","2","None","None",True,False
"2021 May 04",2459338.9234,"g", -27.76, 17.97,0.06, 20.33,"P48+ZTF","2","None","None",True,False
"2021 May 05",2459339.7972,"r", -28.27, 17.45,0.08, 20.68,"P48+ZTF","2","None","None",True,False
"2021 May 05",2459339.8181,"r", -28.26, 17.47,0.07, 20.67,"P48+ZTF","1","None","None",True,False
"2021 May 05",2459339.8523,"r", -28.25, 17.48,0.05, 20.61,"P48+ZTF","2","None","None",True,False
"2021 May 05",2459339.8730,"g", -27.79, 17.94,0.06, 20.76,"P48+ZTF","2","None","None",True,False
"2021 May 05",2459339.8740,"g", -27.76, 17.97,0.07, 20.74,"P48+ZTF","1","None","None",True,False
"2021 May 06",2459340.8323,"r", -28.27, 17.45,0.06, 20.62,"P48+ZTF","2","None","None",True,False
"2021 May 06",2459340.8765,"g", -27.76, 17.97,0.05, 20.75,"P48+ZTF","2","None","None",True,False
"2021 May 06",2459340.9117,"r", -28.27, 17.46,0.05, 20.46,"P48+ZTF","2","None","None",True,False
"2021 May 07",2459341.7218,"r", -28.27, 17.46,0.07, 20.57,"P48+ZTF","2","None","None",True,False
"2021 May 07",2459341.7816,"r", -28.27, 17.46,0.07, 20.73,"P48+ZTF","1","None","None",True,False
"2021 May 07",2459341.8153,"g", -27.73, 18.00,0.05, 20.81,"P48+ZTF","2","None","None",True,False
"2021 May 07",2459341.8172,"g", -27.73, 18.00,0.07, 20.95,"P48+ZTF","1","None","None",True,False
"2021 May 07",2459341.8582,"g", -27.74, 17.99,0.05, 20.72,"P48+ZTF","2","None","None",True,False
"2021 May 07",2459341.8788,"i", -28.84, 16.89,0.05, 19.88,"P48+ZTF","2","None","None",True,False
"2021 May 08",2459342.8122,"r", -28.26, 17.47,0.06, 20.73,"P48+ZTF","2","None","None",True,False
"2021 May 08",2459342.8563,"g", -27.73, 18.00,0.06, 20.73,"P48+ZTF","2","None","None",True,False
"2021 May 08",2459342.9351,"r", -28.28, 17.45,0.05, 20.50,"P48+ZTF","2","None","None",True,False
"2021 May 09",2459343.7788,"g", -27.74, 17.99,0.06, 20.62,"P48+ZTF","1","None","None",True,False
"2021 May 09",2459343.7797,"g", -27.74, 17.99,0.05, 20.64,"P48+ZTF","2","None","None",True,False
"2021 May 09",2459343.7961,"r", -28.24, 17.49,0.06, 20.38,"P48+ZTF","2","None","None",True,False
"2021 May 09",2459343.8317,"r", -28.27, 17.46,0.06, 20.55,"P48+ZTF","1","None","None",True,False
"2021 May 09",2459343.8375,"r", -28.27, 17.46,0.07, 20.61,"P48+ZTF","2","None","None",True,False
"2021 May 10",2459344.7749,"g", -27.73, 18.00,0.05, 20.76,"P48+ZTF","2","None","None",True,False
"2021 May 10",2459344.8150,"g", -27.70, 18.03,0.04, 20.93,"P48+ZTF","2","None","None",True,False
"2021 May 10",2459344.8514,"i", -28.84, 16.89,0.05, 20.01,"P48+ZTF","2","None","None",True,False
"2021 May 10",2459344.8996,"r", -28.28, 17.45,0.07, 20.39,"P48+ZTF","2","None","None",True,False
"2021 May 11",2459345.8606,"g", -27.73, 17.99,0.07, 20.64,"P48+ZTF","1","None","None",True,False
"2021 May 14",2459348.8591,"g", -27.75, 17.98,0.06, 20.85,"P48+ZTF","2","None","None",True,False
"2021 May 14",2459348.8799,"g", -27.76, 17.97,0.07, 20.83,"P48+ZTF","2","None","None",True,False
"2021 May 15",2459349.8174,"r", -28.23, 17.50,0.06, 20.73,"P48+ZTF","2","None","None",True,False
"2021 May 15",2459349.8633,"g", -27.73, 18.00,0.07, 20.97,"P48+ZTF","1","None","None",True,False
"2021 May 15",2459349.8642,"g", -27.73, 18.00,0.04, 20.98,"P48+ZTF","2","None","None",True,False
"2021 May 18",2459352.7171,"g", -27.66, 18.07,0.06, 20.18,"P48+ZTF","2","None","None",True,False
"2021 May 18",2459352.7959,"r", -28.20, 17.53,0.06, 20.33,"P48+ZTF","2","None","None",True,False
"2021 May 18",2459352.7968,"r", -28.21, 17.52,0.07, 20.62,"P48+ZTF","1","None","None",True,False
"2021 May 18",2459352.8490,"g", -27.67, 18.06,0.06, 20.63,"P48+ZTF","2","None","None",True,False
"2021 May 18",2459352.8638,"i", -28.80, 16.93,0.05, 19.97,"P48+ZTF","2","None","None",True,False
"2021 May 19",2459353.8099,"r", -28.20, 17.53,0.06, 20.31,"P48+ZTF","2","None","None",True,False
"2021 May 19",2459353.8172,"r", -28.19, 17.54,0.06, 20.25,"P48+ZTF","2","None","None",True,False
"2021 May 19",2459353.8523,"g", -27.68, 18.04,0.06, 20.52,"P48+ZTF","2","None","None",True,False
"2021 May 20",2459354.7906,"r", -28.19, 17.54,0.06, 20.01,"P48+ZTF","1","None","None",True,False
"2021 May 20",2459354.8364,"g", -27.71, 18.02,0.07, 19.90,"P48+ZTF","1","None","None",True,False
"2021 May 21",2459355.8279,"i", -28.77, 16.96,0.06, 18.94,"P48+ZTF","2","None","None",True,False
"2021 May 24",2459358.8186,"r", -28.33, 17.40,0.06, 19.13,"P48+ZTF","1","None","None",True,False
"2021 May 24",2459358.9154,"g", -27.73, 18.00,0.09, 18.96,"P48+ZTF","1","None","None",True,False
"2021 May 27",2459361.7961,"g", -27.75, 17.98,0.08, 19.45,"P48+ZTF","1","None","None",True,False
"2021 May 27",2459361.8729,"r", -28.22, 17.51,0.06, 19.36,"P48+ZTF","1","None","None",True,False
"2021 May 28",2459362.8609,"i", -28.79, 16.94,0.04, 19.58,"P48+ZTF","2","None","None",True,False
"2021 May 29",2459363.7989,"g", -27.73, 18.00,0.06, 19.89,"P48+ZTF","1","None","None",True,False
"2021 May 29",2459363.8592,"r", -28.26, 17.47,0.07, 20.07,"P48+ZTF","1","None","None",True,False
"2021 May 31",2459365.8585,"i", -28.82, 16.91,0.04, 19.65,"P48+ZTF","2","None","None",True,False
"2021 Jun 01",2459366.7742,"g", -27.72, 18.01,0.06, 20.45,"P48+ZTF","1","None","None",True,False
"2021 Jun 01",2459366.8523,"r", -28.27, 17.46,0.06, 20.33,"P48+ZTF","1","None","None",True,False
"2021 Jun 03",2459368.7951,"r", -28.26, 17.46,0.05, 20.73,"P48+ZTF","1","None","None",True,False
"2021 Jun 03",2459368.8443,"g", -27.75, 17.98,0.06, 20.70,"P48+ZTF","1","None","None",True,False
"2021 Jun 04",2459369.8364,"i", -28.86, 16.87,0.06, 20.13,"P48+ZTF","2","None","None",True,False
"2021 Jun 05",2459370.7474,"g", -27.76, 17.97,0.07, 20.75,"P48+ZTF","1","None","None",True,False
"2021 Jun 05",2459370.7571,"r", -28.29, 17.44,0.08, 20.67,"P48+ZTF","1","None","None",True,False
"2021 Jun 07",2459372.7751,"i", -28.87, 16.86,0.06, 19.36,"P48+ZTF","2","None","None",True,False
"2021 Jun 07",2459372.8118,"r", -28.30, 17.43,0.08, 19.89,"P48+ZTF","1","None","None",True,False
"2021 Jun 09",2459374.6906,"r", -28.28, 17.45,0.06, 20.49,"P48+ZTF","1","None","None",True,False
"2021 Jun 11",2459376.7742,"r", -28.28, 17.45,0.08, 20.64,"P48+ZTF","1","None","None",True,False
"2021 Jun 12",2459377.7765,"i", -28.88, 16.85,0.05, 20.07,"P48+ZTF","2","None","None",True,False
"2021 Jun 13",2459378.7280,"g", -27.74, 17.99,0.06, 20.65,"P48+ZTF","1","None","None",True,False
"2021 Jun 13",2459378.7534,"r", -28.28, 17.45,0.06, 20.64,"P48+ZTF","1","None","None",True,False
"2021 Jun 15",2459380.7117,"r", -28.27, 17.46,0.09, 19.73,"P48+ZTF","1","None","None",True,False
"2021 Jun 15",2459380.7531,"g", -27.75, 17.98,0.09, 19.24,"P48+ZTF","1","None","None",True,False
"2021 Jun 15",2459380.8188,"i", -28.90, 16.83,0.08, 18.92,"P48+ZTF","2","None","None",True,False
"2021 Jun 17",2459382.8011,"g", -27.74, 17.99,0.06, 20.20,"P48+ZTF","1","None","None",True,False
"2021 Jun 19",2459384.6924,"r", -28.22, 17.51,0.06, 19.66,"P48+ZTF","1","None","None",True,False
"2021 Jun 21",2459386.7268,"r", -28.27, 17.46,0.07, 19.28,"P48+ZTF","1","None","None",True,False
"2021 Jun 21",2459386.7493,"i", -28.86, 16.87,0.05, 19.03,"P48+ZTF","2","None","None",True,False
"2021 Jun 21",2459386.7948,"g", -27.71, 18.02,0.08, 19.33,"P48+ZTF","1","None","None",True,False
"2021 Jun 25",2459390.7278,"g", -27.75, 17.98,0.07, 19.69,"P48+ZTF","1","None","None",True,False
"2021 Jun 25",2459390.8115,"r", -28.21, 17.52,0.06, 19.39,"P48+ZTF","1","None","None",True,False
"2021 Jun 26",2459391.8381,"i", -28.82, 16.91,0.06, 19.23,"P48+ZTF","2","None","None",True,False
"2021 Jun 27",2459392.7340,"g", -27.73, 18.00,0.07, 20.32,"P48+ZTF","1","None","None",True,False
"2021 Jun 27",2459392.8391,"r", -28.28, 17.45,0.06, 19.58,"P48+ZTF","1","None","None",True,False
"2021 Jun 29",2459394.7137,"g", -27.74, 17.99,0.05, 20.63,"P48+ZTF","1","None","None",True,False
"2021 Jun 29",2459394.7330,"i", -28.85, 16.88,0.06, 19.88,"P48+ZTF","2","None","None",True,False
"2021 Jun 29",2459394.7748,"r", -28.27, 17.45,0.06, 20.14,"P48+ZTF","1","None","None",True,False
"2021 Jul 01",2459396.7126,"r", -28.28, 17.45,0.08, 20.62,"P48+ZTF","1","None","None",True,False
"2021 Jul 01",2459396.7710,"g", -27.77, 17.96,0.07, 20.52,"P48+ZTF","1","None","None",True,False
